Geneid	Length
LOC_Os07g33630	3197
LOC_Os07g33640	405
LOC_Os07g33650	2975
LOC_Os07g33660	953
LOC_Os07g33670	4687
LOC_Os07g33680	687
LOC_Os07g33690	4704
LOC_Os07g33700	4282
LOC_Os07g33710	1892
LOC_Os07g33720	3445
LOC_Os07g33730	4924
LOC_Os07g33740	3815
LOC_Os07g33750	447
LOC_Os07g33754	394
LOC_Os07g33760	3171
LOC_Os07g33770	678
LOC_Os07g33780	1971
LOC_Os07g33790	3865
LOC_Os07g33800	342
LOC_Os07g33820	1113
LOC_Os07g33830	1410
LOC_Os07g33840	1134
LOC_Os07g33850	2100
LOC_Os07g33860	585
LOC_Os07g33880	486
LOC_Os07g33889	570
LOC_Os07g33898	815
LOC_Os07g33910	2315
LOC_Os07g33915	189
LOC_Os07g33921	559
LOC_Os07g33954	1119
LOC_Os07g33970	400
LOC_Os07g33979	318
LOC_Os07g33988	721
LOC_Os07g33997	639
LOC_Os07g34006	1522
LOC_Os07g34020	1009
LOC_Os07g34030	2063
LOC_Os07g34040	863
LOC_Os07g34050	573
LOC_Os07g34060	540
LOC_Os07g34070	1503
LOC_Os07g34080	3009
LOC_Os07g34090	3507
LOC_Os07g34100	1101
LOC_Os07g34110	1541
LOC_Os07g34120	1629
LOC_Os07g34130	2103
LOC_Os07g34140	1197
LOC_Os07g34150	3354
LOC_Os07g34160	3192
LOC_Os07g34170	1344
LOC_Os07g34180	318
LOC_Os07g34190	1197
LOC_Os07g34200	3162
LOC_Os07g34210	3333
LOC_Os07g34220	354
LOC_Os07g34230	2220
LOC_Os07g34240	1320
LOC_Os07g34250	1008
LOC_Os07g34260	1637
LOC_Os07g34270	480
LOC_Os07g34280	1621
LOC_Os07g34290	958
LOC_Os07g34300	1419
LOC_Os07g34310	4716
LOC_Os07g34320	1438
LOC_Os07g34330	282
LOC_Os07g34340	855
LOC_Os07g34350	282
LOC_Os07g34360	507
LOC_Os07g34370	2049
LOC_Os07g34380	366
LOC_Os07g34390	2036
LOC_Os07g34400	1005
LOC_Os07g34410	4400
LOC_Os07g34420	621
LOC_Os07g34430	168
LOC_Os07g34440	1119
LOC_Os07g34450	2775
LOC_Os07g34460	510
LOC_Os07g34470	594
LOC_Os07g34480	1506
LOC_Os07g34490	729
LOC_Os07g34500	2331
LOC_Os07g34510	5373
LOC_Os07g34520	2641
LOC_Os07g34529	3604
LOC_Os07g34540	336
LOC_Os07g34550	2058
LOC_Os07g34560	291
LOC_Os07g34570	1536
LOC_Os07g34580	1498
LOC_Os07g34589	1116
LOC_Os07g34598	2517
LOC_Os07g34610	1160
LOC_Os07g34620	1512
LOC_Os07g34630	327
LOC_Os07g34640	2593
LOC_Os07g34650	1850
LOC_Os07g34660	306
LOC_Os07g34670	1017
LOC_Os07g34680	513
LOC_Os07g34690	937
LOC_Os07g34700	1395
LOC_Os07g34710	1458
LOC_Os07g34720	893
LOC_Os07g34730	1540
LOC_Os07g34740	2411
LOC_Os07g34750	3222
LOC_Os07g34760	1044
LOC_Os07g34770	3600
LOC_Os07g34780	1320
LOC_Os07g34790	885
LOC_Os07g34800	3210
LOC_Os07g34810	5856
LOC_Os07g34820	768
LOC_Os07g34830	2383
LOC_Os07g34840	600
LOC_Os07g34850	1573
LOC_Os07g34860	3963
LOC_Os07g34870	1356
LOC_Os07g34880	921
LOC_Os07g34890	693
LOC_Os07g34900	1368
LOC_Os07g34910	540
LOC_Os07g34920	1532
LOC_Os07g34930	609
LOC_Os07g34940	1790
LOC_Os07g34950	1714
LOC_Os07g34964	1536
LOC_Os07g34980	1977
LOC_Os07g34990	654
LOC_Os07g35004	2324
LOC_Os07g35020	432
LOC_Os07g35030	429
LOC_Os07g35040	4794
LOC_Os07g35050	1793
LOC_Os07g35060	1737
LOC_Os07g35070	1383
LOC_Os07g35080	408
LOC_Os07g35090	630
LOC_Os07g35100	5322
LOC_Os07g35110	1578
LOC_Os07g35120	420
LOC_Os07g35130	1812
LOC_Os07g35140	2736
LOC_Os07g35150	162
LOC_Os07g35160	342
LOC_Os07g35170	909
LOC_Os07g35180	345
LOC_Os07g35190	546
LOC_Os07g35200	714
LOC_Os07g35210	2631
LOC_Os07g35220	216
LOC_Os07g35230	1614
LOC_Os07g35240	4551
LOC_Os07g35250	579
LOC_Os07g35260	2530
LOC_Os07g35270	948
LOC_Os07g35280	2176
LOC_Os07g35290	2402
LOC_Os07g35300	2040
LOC_Os07g35310	2663
LOC_Os07g35330	2324
LOC_Os07g35335	1192
LOC_Os07g35340	2506
LOC_Os07g35350	2123
LOC_Os07g35360	570
LOC_Os07g35370	2487
LOC_Os07g35380	2245
LOC_Os07g35390	2239
LOC_Os07g35400	453
LOC_Os07g35410	2435
LOC_Os07g35420	204
LOC_Os07g35430	2862
LOC_Os07g35440	1935
LOC_Os07g35450	243
LOC_Os07g35460	1839
LOC_Os07g35470	414
LOC_Os07g35480	2244
LOC_Os07g35490	456
LOC_Os07g35500	3310
LOC_Os07g35510	2395
LOC_Os07g35520	1871
LOC_Os07g35530	681
LOC_Os07g35540	2347
LOC_Os07g35550	417
LOC_Os07g35560	2095
LOC_Os07g35570	1011
LOC_Os07g35580	2441
LOC_Os07g35600	1596
LOC_Os07g35610	2232
LOC_Os07g35620	663
LOC_Os07g35630	1242
LOC_Os07g35640	1125
LOC_Os07g35650	2049
LOC_Os07g35660	2355
LOC_Os07g35670	408
LOC_Os07g35680	2557
LOC_Os07g35690	2403
LOC_Os07g35700	2430
LOC_Os07g35710	1455
LOC_Os07g35720	2088
LOC_Os07g35730	1029
LOC_Os07g35740	2189
LOC_Os07g35750	4076
LOC_Os07g35760	567
LOC_Os07g35770	828
LOC_Os07g35780	1143
LOC_Os07g35790	2280
LOC_Os07g35800	327
LOC_Os07g35810	2017
LOC_Os07g35820	357
LOC_Os07g35830	150
LOC_Os07g35840	2265
LOC_Os07g35860	849
LOC_Os07g35870	2726
LOC_Os07g35880	1803
LOC_Os07g35920	1125
LOC_Os07g35940	1467
LOC_Os07g35950	432
LOC_Os07g35960	2991
LOC_Os07g35970	1435
LOC_Os07g35979	1699
LOC_Os07g35985	3154
LOC_Os07g35990	753
LOC_Os07g36000	4206
LOC_Os07g36010	5439
LOC_Os07g36020	615
LOC_Os07g36030	2631
LOC_Os07g36040	747
LOC_Os07g36050	510
LOC_Os07g36060	1056
LOC_Os07g36070	870
LOC_Os07g36080	1376
LOC_Os07g36090	3037
LOC_Os07g36100	753
LOC_Os07g36110	884
LOC_Os07g36120	603
LOC_Os07g36130	408
LOC_Os07g36140	408
LOC_Os07g36150	3891
LOC_Os07g36160	231
LOC_Os07g36170	3054
LOC_Os07g36180	1414
LOC_Os07g36190	1148
LOC_Os07g36200	1703
LOC_Os07g36210	687
LOC_Os07g36220	435
LOC_Os07g36230	2958
LOC_Os07g36240	258
LOC_Os07g36250	1790
LOC_Os07g36254	568
LOC_Os07g36260	2221
LOC_Os07g36270	4059
LOC_Os07g36280	1092
LOC_Os07g36290	1623
LOC_Os07g36300	1884
LOC_Os07g36310	216
LOC_Os07g36320	1012
LOC_Os07g36330	1809
LOC_Os07g36340	1893
LOC_Os07g36360	1482
LOC_Os07g36370	1802
LOC_Os07g36390	2759
LOC_Os07g36400	2027
LOC_Os07g36410	1623
LOC_Os07g36420	1268
LOC_Os07g36430	624
LOC_Os07g36439	135
LOC_Os07g36450	1224
LOC_Os07g36460	933
LOC_Os07g36465	616
LOC_Os07g36470	1389
LOC_Os07g36490	798
LOC_Os07g36500	655
LOC_Os07g36510	684
LOC_Os07g36520	1368
LOC_Os07g36530	1569
LOC_Os07g36544	3033
LOC_Os07g36560	1627
LOC_Os07g36570	3238
LOC_Os07g36580	534
LOC_Os07g36590	2911
LOC_Os07g36600	2294
LOC_Os07g36610	2841
LOC_Os07g36630	2994
LOC_Os07g36640	582
LOC_Os07g36660	2772
LOC_Os07g36670	5010
LOC_Os07g36680	675
LOC_Os07g36690	3005
LOC_Os07g36700	2583
LOC_Os07g36710	2412
LOC_Os07g36720	4320
LOC_Os07g36730	270
LOC_Os07g36740	2670
LOC_Os07g36750	2685
LOC_Os07g36760	1020
LOC_Os07g36770	4407
LOC_Os07g36780	2817
LOC_Os07g36790	252
LOC_Os07g36800	841
LOC_Os07g36810	666
LOC_Os07g36820	2589
LOC_Os07g36830	1758
LOC_Os07g36840	1230
LOC_Os07g36850	837
LOC_Os07g36860	1041
LOC_Os07g36870	1521
LOC_Os07g36880	1622
LOC_Os07g36890	1635
LOC_Os07g36900	1605
LOC_Os07g36910	2085
LOC_Os07g36920	1736
LOC_Os07g36930	1606
LOC_Os07g36940	6180
LOC_Os07g36950	2786
LOC_Os07g36960	1902
LOC_Os07g36970	1407
LOC_Os07g36980	864
LOC_Os07g36990	3891
LOC_Os07g37000	159
LOC_Os07g37010	1660
LOC_Os07g37020	327
LOC_Os07g37030	1252
LOC_Os07g37040	1793
LOC_Os07g37045	471
LOC_Os07g37050	642
LOC_Os07g37060	255
LOC_Os07g37070	183
LOC_Os07g37080	1527
LOC_Os07g37090	1040
LOC_Os07g37100	2058
LOC_Os07g37110	2517
LOC_Os07g37120	951
LOC_Os07g37130	1744
LOC_Os07g37140	2574
LOC_Os07g37150	664
LOC_Os07g37156	1008
LOC_Os07g37164	75
LOC_Os07g37180	3265
LOC_Os07g37190	3135
LOC_Os07g37200	6084
LOC_Os07g37210	1332
LOC_Os07g37220	2096
LOC_Os07g37230	1576
LOC_Os07g37240	1297
LOC_Os07g37250	1347
LOC_Os07g37260	423
LOC_Os07g37270	1403
LOC_Os07g37280	477
LOC_Os07g37290	222
LOC_Os07g37300	474
LOC_Os07g37310	1386
LOC_Os07g37320	1998
LOC_Os07g37330	210
LOC_Os07g37340	300
LOC_Os07g37350	2368
LOC_Os07g37360	1560
LOC_Os07g37370	594
LOC_Os07g37385	930
LOC_Os07g37390	183
LOC_Os07g37400	1166
LOC_Os07g37410	882
LOC_Os07g37420	1091
LOC_Os07g37430	474
LOC_Os07g37440	504
LOC_Os07g37454	1978
LOC_Os07g37470	3642
LOC_Os07g37480	2370
LOC_Os07g37490	267
LOC_Os07g37500	369
LOC_Os07g37510	1614
LOC_Os07g37520	579
LOC_Os07g37530	1974
LOC_Os07g37540	327
LOC_Os07g37550	1194
LOC_Os07g37560	4602
LOC_Os07g37570	652
LOC_Os07g37580	2371
LOC_Os07g37590	981
LOC_Os07g37600	195
LOC_Os07g37610	3506
LOC_Os07g37620	1589
LOC_Os07g37630	3669
LOC_Os07g37640	4688
LOC_Os07g37650	2202
LOC_Os07g37660	369
LOC_Os07g37670	4422
LOC_Os07g37680	1536
LOC_Os07g37690	1708
LOC_Os07g37700	231
LOC_Os07g37710	495
LOC_Os07g37720	1413
LOC_Os07g37730	2006
LOC_Os07g37740	1576
LOC_Os07g37750	5490
LOC_Os07g37760	1734
LOC_Os07g37770	1656
LOC_Os07g37780	513
LOC_Os07g37790	1207
LOC_Os07g37800	1997
LOC_Os07g37810	2960
LOC_Os07g37820	988
LOC_Os07g37830	2957
LOC_Os07g37840	1336
LOC_Os07g37850	757
LOC_Os07g37860	5325
LOC_Os07g37870	1467
LOC_Os07g37880	222
LOC_Os07g37890	2671
LOC_Os07g37900	6156
LOC_Os07g37910	657
LOC_Os07g37920	2325
LOC_Os07g37930	669
LOC_Os07g37940	1110
LOC_Os07g37950	1430
LOC_Os07g37960	1515
LOC_Os07g37970	1506
LOC_Os07g37980	663
LOC_Os07g37990	2264
LOC_Os07g38000	1045
LOC_Os07g38010	333
LOC_Os07g38020	752
LOC_Os07g38030	1679
LOC_Os07g38040	234
LOC_Os07g38050	687
LOC_Os07g38060	2695
LOC_Os07g38070	2584
LOC_Os07g38080	3884
LOC_Os07g38090	2691
LOC_Os07g38100	1077
LOC_Os07g38110	1328
LOC_Os07g38120	2370
LOC_Os07g38130	1456
LOC_Os07g38140	815
LOC_Os07g38150	711
LOC_Os07g38160	3624
LOC_Os07g38170	1610
LOC_Os07g38190	288
LOC_Os07g38200	309
LOC_Os07g38210	321
LOC_Os07g38220	1486
LOC_Os07g38230	986
LOC_Os07g38240	1349
LOC_Os07g38250	1992
LOC_Os07g38260	3247
LOC_Os07g38270	3242
LOC_Os07g38280	3630
LOC_Os07g38290	992
LOC_Os07g38300	1290
LOC_Os07g38310	765
LOC_Os07g38320	4410
LOC_Os07g38330	1797
LOC_Os07g38340	5238
LOC_Os07g38350	2256
LOC_Os07g38360	5294
LOC_Os07g38370	1027
LOC_Os07g38380	2066
LOC_Os07g38390	1525
LOC_Os07g38400	1899
LOC_Os07g38410	1570
LOC_Os07g38420	2114
LOC_Os07g38430	1385
LOC_Os07g38440	1713
LOC_Os07g38450	1914
LOC_Os07g38460	1821
LOC_Os07g38470	216
LOC_Os07g38480	1601
LOC_Os07g38490	1982
LOC_Os07g38500	5796
LOC_Os07g38510	2601
LOC_Os07g38520	324
LOC_Os07g38530	2911
LOC_Os07g38540	910
LOC_Os07g38550	2225
LOC_Os07g38560	1485
LOC_Os07g38570	718
LOC_Os07g38580	2006
LOC_Os07g38590	2559
LOC_Os07g38600	736
LOC_Os07g38610	1828
LOC_Os07g38620	1565
LOC_Os07g38630	195
LOC_Os07g38640	2100
LOC_Os07g38650	333
LOC_Os07g38660	393
LOC_Os07g38664	1056
LOC_Os07g38670	273
LOC_Os07g38680	324
LOC_Os07g38690	596
LOC_Os07g38700	984
LOC_Os07g38710	876
LOC_Os07g38720	546
LOC_Os07g38730	1783
LOC_Os07g38740	228
LOC_Os07g38750	948
LOC_Os07g38760	3693
LOC_Os07g38770	1359
LOC_Os07g38780	1086
LOC_Os07g38790	2140
LOC_Os07g38800	2643
LOC_Os07g38810	2423
LOC_Os07g38820	2136
LOC_Os07g38830	1643
LOC_Os07g38840	3905
LOC_Os07g38850	981
LOC_Os07g38860	1437
LOC_Os07g38870	312
LOC_Os07g38880	366
LOC_Os07g38890	2031
LOC_Os07g38900	732
LOC_Os07g38910	486
LOC_Os07g38930	3204
LOC_Os07g38940	929
LOC_Os07g38950	1829
LOC_Os07g38960	1716
LOC_Os07g38970	1597
LOC_Os07g38980	1101
LOC_Os07g38990	805
LOC_Os07g39000	1062
LOC_Os07g39010	2031
LOC_Os07g39020	2447
LOC_Os07g39030	312
LOC_Os07g39040	666
LOC_Os07g39060	846
LOC_Os07g39070	1081
LOC_Os07g39080	1257
LOC_Os07g39090	3036
LOC_Os07g39100	663
LOC_Os07g39110	1480
LOC_Os07g39114	930
LOC_Os07g39120	543
LOC_Os07g39130	279
LOC_Os07g39140	339
LOC_Os07g39150	1443
LOC_Os07g39170	4731
LOC_Os07g39180	240
LOC_Os07g39190	896
LOC_Os07g39200	237
LOC_Os07g39210	796
LOC_Os07g39220	1407
LOC_Os07g39230	3942
LOC_Os07g39240	3658
LOC_Os07g39250	3096
LOC_Os07g39260	1478
LOC_Os07g39270	2064
LOC_Os07g39280	1803
LOC_Os07g39290	1130
LOC_Os07g39300	2555
LOC_Os07g39310	2936
LOC_Os07g39320	1144
LOC_Os07g39330	228
LOC_Os07g39340	1947
LOC_Os07g39350	2306
LOC_Os07g39360	1653
LOC_Os07g39370	708
LOC_Os07g39380	4158
LOC_Os07g39390	2023
LOC_Os07g39400	2250
LOC_Os07g39410	2379
LOC_Os07g39420	564
LOC_Os07g39430	2123
LOC_Os07g39440	1317
LOC_Os07g39450	450
LOC_Os07g39460	3207
LOC_Os07g39470	2306
LOC_Os07g39480	2404
LOC_Os07g39490	456
LOC_Os07g39500	1296
LOC_Os07g39510	1269
LOC_Os07g39520	1459
LOC_Os07g39530	2789
LOC_Os07g39540	273
LOC_Os07g39550	357
LOC_Os07g39560	2605
LOC_Os07g39570	525
LOC_Os07g39580	777
LOC_Os07g39590	1993
LOC_Os07g39600	1206
LOC_Os07g39610	2139
LOC_Os07g39620	2060
LOC_Os07g39630	2549
LOC_Os07g39640	840
LOC_Os07g39650	333
LOC_Os07g39660	273
LOC_Os07g39670	4242
LOC_Os07g39680	729
LOC_Os07g39690	2286
LOC_Os07g39700	1032
LOC_Os07g39710	966
LOC_Os07g39720	897
LOC_Os07g39730	2338
LOC_Os07g39740	1525
LOC_Os07g39750	2725
LOC_Os07g39760	447
LOC_Os07g39770	366
LOC_Os07g39780	2716
LOC_Os07g39790	883
LOC_Os07g39800	2251
LOC_Os07g39810	1168
LOC_Os07g39820	2729
LOC_Os07g39830	1535
LOC_Os07g39840	1540
LOC_Os07g39850	2047
LOC_Os07g39860	672
LOC_Os07g39870	2104
LOC_Os07g39880	1780
LOC_Os07g39890	669
LOC_Os07g39900	2113
LOC_Os07g39910	2427
LOC_Os07g39920	2823
LOC_Os07g39930	1947
LOC_Os07g39940	840
LOC_Os07g39950	1095
LOC_Os07g39960	1137
LOC_Os07g39970	712
LOC_Os07g39980	1535
LOC_Os07g39990	492
LOC_Os07g40000	961
LOC_Os07g40010	813
LOC_Os07g40020	2532
LOC_Os07g40030	1619
LOC_Os07g40040	943
LOC_Os07g40050	5910
LOC_Os07g40060	1989
LOC_Os07g40070	426
LOC_Os07g40080	950
LOC_Os07g40090	270
LOC_Os07g40100	909
LOC_Os07g40110	198
LOC_Os07g40120	2355
LOC_Os07g40130	1164
LOC_Os07g40140	723
LOC_Os07g40150	2217
LOC_Os07g40160	941
LOC_Os07g40170	456
LOC_Os07g40180	450
LOC_Os07g40200	300
LOC_Os07g40210	3021
LOC_Os07g40220	817
LOC_Os07g40224	1746
LOC_Os07g40230	483
LOC_Os07g40240	2054
LOC_Os07g40250	2065
LOC_Os07g40260	3194
LOC_Os07g40270	2674
LOC_Os07g40280	567
LOC_Os07g40290	2337
LOC_Os07g40300	816
LOC_Os07g40310	480
LOC_Os07g40320	1119
LOC_Os07g40330	879
LOC_Os07g40340	369
LOC_Os07g40350	1497
LOC_Os07g40360	1764
LOC_Os07g40370	690
LOC_Os07g40380	970
LOC_Os07g40390	573
LOC_Os07g40404	2259
LOC_Os07g40420	231
LOC_Os07g40434	1344
LOC_Os07g40450	1639
LOC_Os07g40460	1400
LOC_Os07g40470	1410
LOC_Os07g40480	2547
LOC_Os07g40490	279
LOC_Os07g40510	2818
LOC_Os07g40520	1914
LOC_Os07g40530	624
LOC_Os07g40540	258
LOC_Os07g40550	3914
LOC_Os07g40560	645
LOC_Os07g40570	1697
LOC_Os07g40580	1128
LOC_Os07g40590	3342
LOC_Os07g40600	216
LOC_Os07g40610	6006
LOC_Os07g40620	1688
LOC_Os07g40630	3947
LOC_Os07g40640	429
LOC_Os07g40650	4971
LOC_Os07g40660	387
LOC_Os07g40670	375
LOC_Os07g40680	936
LOC_Os07g40690	1338
LOC_Os07g40700	1941
LOC_Os07g40710	1587
LOC_Os07g40730	4312
LOC_Os07g40740	1782
LOC_Os07g40750	1827
LOC_Os07g40760	3510
LOC_Os07g40770	1617
LOC_Os07g40780	1887
LOC_Os07g40790	1597
LOC_Os07g40800	2296
LOC_Os07g40810	2946
LOC_Os07g40820	1545
LOC_Os07g40830	687
LOC_Os07g40840	183
LOC_Os07g40850	1012
LOC_Os07g40860	1145
LOC_Os07g40870	793
LOC_Os07g40880	447
LOC_Os07g40890	699
LOC_Os07g40900	1441
LOC_Os07g40910	633
LOC_Os07g40920	1459
LOC_Os07g40930	1674
LOC_Os07g40940	1563
LOC_Os07g40950	984
LOC_Os07g40974	1478
LOC_Os07g40986	1394
LOC_Os07g41000	204
LOC_Os07g41014	1998
LOC_Os07g41030	585
LOC_Os07g41050	1620
LOC_Os07g41060	1713
LOC_Os07g41070	1676
LOC_Os07g41080	2103
LOC_Os07g41090	2629
LOC_Os07g41094	525
LOC_Os07g41100	294
LOC_Os07g41110	5073
LOC_Os07g41120	1506
LOC_Os07g41140	3847
LOC_Os07g41150	1146
LOC_Os07g41160	1929
LOC_Os07g41170	442
LOC_Os07g41180	2246
LOC_Os07g41190	2046
LOC_Os07g41200	3291
LOC_Os07g41210	447
LOC_Os07g41220	738
LOC_Os07g41230	1606
LOC_Os07g41240	1945
LOC_Os07g41250	2663
LOC_Os07g41260	1984
LOC_Os07g41270	654
LOC_Os07g41280	1886
LOC_Os07g41290	738
LOC_Os07g41300	852
LOC_Os07g41310	1988
LOC_Os07g41320	1760
LOC_Os07g41330	1424
LOC_Os07g41340	589
LOC_Os07g41350	708
LOC_Os07g41360	1414
LOC_Os07g41370	1605
LOC_Os07g41380	3186
LOC_Os07g41390	255
LOC_Os07g41400	460
LOC_Os07g41410	720
LOC_Os07g41420	1403
LOC_Os07g41430	5007
LOC_Os07g41439	720
LOC_Os07g41448	720
LOC_Os07g41460	1469
LOC_Os07g41470	463
LOC_Os07g41480	2868
LOC_Os07g41490	468
LOC_Os07g41500	4575
LOC_Os07g41510	4614
LOC_Os07g41520	4614
LOC_Os07g41530	2244
LOC_Os07g41540	585
LOC_Os07g41544	653
LOC_Os07g41550	375
LOC_Os07g41560	435
LOC_Os07g41564	2949
LOC_Os07g41570	3348
LOC_Os07g41580	992
LOC_Os07g41590	1459
LOC_Os07g41600	1514
LOC_Os07g41610	1095
LOC_Os07g41620	834
LOC_Os07g41630	591
LOC_Os07g41640	3039
LOC_Os07g41650	1953
LOC_Os07g41660	705
LOC_Os07g41670	1239
LOC_Os07g41680	1740
LOC_Os07g41694	1878
LOC_Os07g41710	1132
LOC_Os07g41720	1564
LOC_Os07g41730	1710
LOC_Os07g41740	1302
LOC_Os07g41750	1173
LOC_Os07g41760	414
LOC_Os07g41770	2688
LOC_Os07g41780	5979
LOC_Os07g41790	794
LOC_Os07g41800	1956
LOC_Os07g41810	2374
LOC_Os07g41820	2460
LOC_Os07g41830	1161
LOC_Os07g41840	432
LOC_Os07g41850	1230
LOC_Os07g41860	558
LOC_Os07g41870	3207
LOC_Os07g41880	6084
LOC_Os07g41890	558
LOC_Os07g41900	1793
LOC_Os07g41910	504
LOC_Os07g41920	696
LOC_Os07g41930	714
LOC_Os07g41940	216
LOC_Os07g41950	375
LOC_Os07g41960	333
LOC_Os07g41970	576
LOC_Os07g41980	729
LOC_Os07g41990	255
LOC_Os07g42000	1902
LOC_Os07g42010	3021
LOC_Os07g42020	2058
LOC_Os07g42030	711
LOC_Os07g42040	612
LOC_Os07g42050	3249
LOC_Os07g42060	6051
LOC_Os07g42070	901
LOC_Os07g42080	1014
LOC_Os07g42104	1183
LOC_Os07g42130	685
LOC_Os07g42140	1077
LOC_Os07g42150	1278
LOC_Os07g42160	1776
LOC_Os07g42170	802
LOC_Os07g42180	4126
LOC_Os07g42190	477
LOC_Os07g42200	1875
LOC_Os07g42210	4761
LOC_Os07g42220	599
LOC_Os07g42234	4335
LOC_Os07g42250	1559
LOC_Os07g42260	1913
LOC_Os07g42270	825
LOC_Os07g42280	2641
LOC_Os07g42290	1628
LOC_Os07g42300	1578
LOC_Os07g42310	2022
LOC_Os07g42324	1233
LOC_Os07g42340	255
LOC_Os07g42354	2997
LOC_Os07g42370	2063
LOC_Os07g42380	1678
LOC_Os07g42390	1013
LOC_Os07g42395	641
LOC_Os07g42400	3319
LOC_Os07g42410	4850
LOC_Os07g42420	2443
LOC_Os07g42430	549
LOC_Os07g42440	2380
LOC_Os07g42450	1348
LOC_Os07g42460	2268
LOC_Os07g42470	666
LOC_Os07g42490	2961
LOC_Os07g42500	2018
LOC_Os07g42510	1557
LOC_Os07g42520	844
LOC_Os07g42530	4830
LOC_Os07g42540	756
LOC_Os07g42550	1026
LOC_Os07g42560	846
LOC_Os07g42570	570
LOC_Os07g42580	330
LOC_Os07g42590	1842
LOC_Os07g42600	2243
LOC_Os07g42610	966
LOC_Os07g42620	342
LOC_Os07g42626	3401
LOC_Os07g42632	2233
LOC_Os07g42640	1482
LOC_Os07g42650	1545
LOC_Os07g42660	895
LOC_Os07g42670	1065
LOC_Os07g42680	3408
LOC_Os07g42690	3459
LOC_Os07g42700	3046
LOC_Os07g42714	3539
LOC_Os07g42730	1207
LOC_Os07g42740	1583
LOC_Os07g42750	1787
LOC_Os07g42760	2003
LOC_Os07g42770	1871
LOC_Os07g42780	264
LOC_Os07g42790	897
LOC_Os07g42800	2012
LOC_Os07g42810	1849
LOC_Os07g42820	1170
LOC_Os07g42826	566
LOC_Os07g42828	111
LOC_Os07g42834	1971
LOC_Os07g42850	270
LOC_Os07g42860	1859
LOC_Os07g42869	96
LOC_Os07g42880	1875
LOC_Os07g42885	1668
LOC_Os07g42890	1295
LOC_Os07g42895	252
LOC_Os07g42900	4108
LOC_Os07g42910	902
LOC_Os07g42924	1908
LOC_Os07g42940	2169
LOC_Os07g42950	1266
LOC_Os07g42960	2232
LOC_Os07g42970	1584
LOC_Os07g42980	3288
LOC_Os07g42994	1512
LOC_Os07g43010	1005
LOC_Os07g43020	905
LOC_Os07g43030	3220
LOC_Os07g43040	1101
LOC_Os07g43050	2285
LOC_Os07g43060	782
LOC_Os07g43070	1432
LOC_Os07g43080	726
LOC_Os07g43090	4047
LOC_Os07g43100	495
LOC_Os07g43110	2163
LOC_Os07g43120	2587
LOC_Os07g43130	702
LOC_Os07g43140	759
LOC_Os07g43150	183
LOC_Os07g43160	1518
LOC_Os07g43170	1841
LOC_Os07g43180	603
LOC_Os07g43190	411
LOC_Os07g43200	4737
LOC_Os07g43210	414
LOC_Os07g43220	666
LOC_Os07g43230	786
LOC_Os07g43240	975
LOC_Os07g43250	846
LOC_Os07g43260	728
LOC_Os07g43270	741
LOC_Os07g43290	1424
LOC_Os07g43300	354
LOC_Os07g43310	1080
LOC_Os07g43316	2928
LOC_Os07g43322	1945
LOC_Os07g43330	1410
LOC_Os07g43340	330
LOC_Os07g43350	3633
LOC_Os07g43360	1648
LOC_Os07g43370	1612
LOC_Os07g43380	1672
LOC_Os07g43390	2114
LOC_Os07g43400	1832
LOC_Os07g43410	1308
LOC_Os07g43420	2425
LOC_Os07g43430	1468
LOC_Os07g43440	573
LOC_Os07g43450	492
LOC_Os07g43460	1781
LOC_Os07g43470	1633
LOC_Os07g43480	1491
LOC_Os07g43490	648
LOC_Os07g43500	483
LOC_Os07g43510	993
LOC_Os07g43530	1326
LOC_Os07g43540	1101
LOC_Os07g43560	2661
LOC_Os07g43570	2661
LOC_Os07g43580	1763
LOC_Os07g43590	369
LOC_Os07g43600	717
LOC_Os07g43604	2020
LOC_Os07g43610	570
LOC_Os07g43630	3795
LOC_Os07g43640	783
LOC_Os07g43650	1506
LOC_Os07g43660	759
LOC_Os07g43670	1098
LOC_Os07g43690	828
LOC_Os07g43700	2182
LOC_Os07g43710	2254
LOC_Os07g43720	1471
LOC_Os07g43730	1433
LOC_Os07g43740	792
LOC_Os07g43750	5166
LOC_Os07g43760	2679
LOC_Os07g43770	1512
LOC_Os07g43780	1176
LOC_Os07g43790	3126
LOC_Os07g43800	943
LOC_Os07g43810	1238
LOC_Os07g43820	1164
LOC_Os07g43830	681
LOC_Os07g43840	648
LOC_Os07g43850	762
LOC_Os07g43860	312
LOC_Os07g43870	2793
LOC_Os07g43890	1065
LOC_Os07g43900	1526
LOC_Os07g43910	363
LOC_Os07g43925	1224
LOC_Os07g43940	1828
LOC_Os07g43950	1091
LOC_Os07g43960	1525
LOC_Os07g43970	2135
LOC_Os07g43980	1837
LOC_Os07g43990	2328
LOC_Os07g44000	519
LOC_Os07g44004	1031
LOC_Os07g44010	583
LOC_Os07g44020	1343
LOC_Os07g44030	1167
LOC_Os07g44040	1530
LOC_Os07g44050	1469
LOC_Os07g44060	1136
LOC_Os07g44070	2569
LOC_Os07g44080	273
LOC_Os07g44090	1820
LOC_Os07g44100	411
LOC_Os07g44110	1865
LOC_Os07g44120	303
LOC_Os07g44130	1898
LOC_Os07g44140	2285
LOC_Os07g44160	1935
LOC_Os07g44170	2118
LOC_Os07g44180	941
LOC_Os07g44190	2176
LOC_Os07g44200	1464
